Plant ID,NERC Region,Quantity,Elec_Quantity,MMBtuPer_Unit,Tot_MMBtu,Elec_MMBtu,Netgen,Nameplate Capacity (MW),Operating Time,Gross Load (MW-h),Steam Load (1000lb),SO2 (tons),Avg. NOx Rate (lb/MMBtu),NOx (tons),CO2 (short tons),Heat Input (MMBtu),EPA Region
10903,RFC,0.0,0.0,0.0,23360.0,23360.0,2506.68,16.0,,,,,,,,,
50002,,,,,,,,,42.19,1379.38,,,0.0801,0.148,994.841,16738.811,1.0
50006,RFC,3594039.0,2625376.0,8.23,3721322.0,2718407.0,402124.996,974.1,,,,,,,,,
50011,RFC,0.0,0.0,0.0,505882.0,505882.0,54285.0,102.0,,,,,,,,,
50036,RFC,0.0,0.0,0.0,105659.0,105659.0,11338.0,37.4,,,,,,,,,
50039,,,,,,,,,152.55,5285.27,,6.09,0.0693,2.648,8620.958,73776.792,3.0
50043,TRE,1563982.0,1466456.0,2.364,1522397.0,1489401.0,139737.0,380.7,,,,,,,,,
50066,WECC,0.0,0.0,0.0,413838.0,413838.0,44408.0,176.4,,,,,,,,,
50071,FRCC,36974.0,36974.0,24.764,391932.0,391932.0,19926.0,62.3,,,,,,,,,
50088,MRO,1208.0,174.0,28.818,27197.0,3915.0,536.0,7.5,,,,,,,,,
50099,WECC,5930.0,4346.0,8.5,50405.0,36939.0,2308.0,6.2,,,,,,,,,
50101,TRE,433290.0,56252.0,21.87,1848548.0,239993.0,38022.0,57.7,,,,,,,,,
50109,TRE,427834.0,427834.0,2.074,443663.0,443663.0,49837.0,265.6,572.03,52128.29,,0.132,0.2618,28.981,26224.571,441312.867,6.0
50118,TRE,307704.0,218073.0,2.04,313858.0,222434.0,31204.0,152.5,,,,,,,,,
50119,WECC,580228.0,154876.0,2.101,610173.0,162869.0,31778.0,54.9,,,,,,,,,
50121,TRE,189348.0,189348.0,36.28,342509.0,342509.0,23756.0,69.2,,,,,,,,,
50127,TRE,338.0,338.0,1.006,340.0,340.0,-151.0,80.0,,,,,,,,,
50134,WECC,1329748.0,523966.0,1.03,1369640.0,539685.0,115243.0,300.0,,,,,,,,,
50137,,,,,,,,,3.35,182.76,,0.001,0.174,0.207,141.445,2380.64,6.0
50152,SERC,2331196.0,1768948.0,2.765,2339951.0,1834326.0,169468.0,323.6,,,,,,,,,
50158,RFC,0.0,0.0,0.0,16131.0,16131.0,1731.0,4.8,,,,,,,,,
50184,SERC,169895.0,26185.0,27.37,1417491.0,218469.0,46868.0,128.6,,,,,,,,,
50187,WECC,175486.0,9753.0,74.636,1510580.0,83935.0,17045.353,59.4,,,,,,,,,
50189,SERC,129808.0,18326.0,28.465,1625192.0,229448.0,38241.432,146.5,,,,,,,,,
50191,WECC,130782.0,5523.0,12.92,735166.0,31053.0,7133.0,65.0,,,,,,,,,
50216,WECC,2688376.0,1234101.0,8.478,2895745.0,1337456.0,247197.004,405.0,,,,,,,,,
50240,RFC,290643.0,70591.0,28.82,357922.0,86942.0,14059.091,43.2,,,,,,,,,
50243,NPCC,5793.0,4623.0,1.018,5897.0,4706.0,482.0,298.4,,,,,,,,,
50250,SERC,365429.0,49888.0,21.548,1565533.0,213727.0,42152.763,82.8,,,,,,,,,
50277,NPCC,0.0,0.0,0.0,0.0,0.0,0.0,19.7,,,,,,,,,
50279,,,,,,,,,0.0,,,,,,,,3.0
50281,WECC,0.0,0.0,0.0,118780.0,118780.0,12746.0,31.0,,,,,,,,,
50282,RFC,274094.0,27474.0,39.566,1211109.0,121398.0,20457.0,65.0,,,,,,,,,
50290,NPCC,104643.0,104643.0,28.38,1014421.0,1014421.0,56400.0,98.5,,,,,,,,,
50292,NPCC,434130.0,434130.0,3.09,447154.0,447154.0,45162.0,240.0,1259.49,52067.32,,0.13,0.2106,15.532,25728.91,432894.237,2.0
50296,SERC,306870.0,33060.0,84.22,1807438.0,194715.0,36768.927,72.5,,,,,,,,,
50304,TRE,1410740.0,388520.0,1.909,1686451.0,622765.0,113125.0,252.0,,,,,,,,,
50308,ASCC,14476.0,3139.0,15.2,220035.0,47713.0,7852.0,20.0,,,,,,,,,
50328,MRO,0.0,0.0,0.0,11630.0,11630.0,1248.0,2.5,,,,,,,,,
50368,NPCC,185446.0,185403.0,19.16,191277.0,191029.0,17542.0,39.5,,,,,,,,,
50380,WECC,0.0,0.0,0.0,73648.0,73648.0,7903.0,17.6,,,,,,,,,
50392,ASCC,11588.0,1977.0,21.0,176109.0,30028.0,5407.0,33.5,,,,,,,,,
50393,WECC,0.0,0.0,0.0,53146.0,53146.0,5703.0,30.6,,,,,,,,,
50396,WECC,113767.0,30887.0,15.27,375642.0,101984.0,12502.0,51.5,,,,,,,,,
50398,SERC,402392.0,68511.0,47.0,1713377.0,291717.0,41814.0,154.0,,,,,,,,,
50400,WECC,0.0,0.0,0.0,105938.0,105938.0,11368.0,16.2,,,,,,,,,
50406,NPCC,116108.0,21392.0,68.39,1218255.0,224455.0,40748.0,116.9,,,,,,,,,
50407,SERC,313938.0,185313.0,10.654,602439.0,355610.0,33922.0,96.7,,,,,,,,,
50447,NPCC,17252.0,3273.0,46.862,186064.0,48625.0,4020.0,70.9,,,,,,,,,
50472,NPCC,136812.0,17051.0,22.014,699156.0,87134.0,10549.0,50.0,,,,,,,,,
50481,RFC,968095.0,144317.0,40.483,3513611.0,523795.0,99221.0,194.3,,,,,,,,,
50485,WECC,0.0,0.0,0.0,43883.0,43883.0,4709.0,25.1,,,,,,,,,
50488,SERC,0.0,0.0,0.0,184246.0,184246.0,19771.0,162.0,,,,,,,,,
50489,SERC,2212787.0,1613148.0,2.392,2189923.0,1610919.0,139032.0,357.7,,,,,,,,,
50491,RFC,189535.0,39537.0,25.285,491758.0,102580.0,18000.824,123.0,,,,,,,,,
50530,WECC,576109.0,194389.0,4.654,700477.0,236574.0,45305.76,83.0,,,,,,,,,
50535,WECC,0.0,0.0,0.0,12460.0,12460.0,1337.0,29.9,,,,,,,,,
50536,WECC,0.0,0.0,0.0,138974.0,138974.0,14913.0,76.9,,,,,,,,,
50552,WECC,0.0,0.0,0.0,65783.0,65783.0,7059.0,39.7,,,,,,,,,
50555,,,,,,,,,0.0,,,,,,,,4.0
50560,WECC,10232.0,10232.0,11.853,121280.0,121280.0,7908.0,25.0,,,,,,,,,
50561,RFC,880076.0,880076.0,1.036,911759.0,911759.0,99364.0,225.0,933.85,102896.94,,0.266,0.0554,11.154,52694.453,886681.255,2.0
50611,,,,,,,,,0.0,,,,,,,,3.0
50625,SERC,3191844.0,1505744.0,2.844,3121249.0,1508555.0,274806.0,677.8,,,,,,,,,
50633,FRCC,0.0,0.0,0.0,353199.0,353199.0,37901.0,81.9,,,,,,,,,
50637,WECC,258209.0,81293.0,29.226,1648743.0,519074.0,42756.0,113.8,,,,,,,,,
50639,MRO,231869.0,42483.0,30.83,1104058.0,217238.0,37487.577,94.5,,,,,,,,,
50650,NPCC,29343.0,29343.0,7.8,228875.0,228875.0,16689.0,45.7,,,,,,,,,
50657,RFC,60064.0,60064.0,21.427,539851.0,539851.0,32560.0,67.8,,,,,,,,,
50658,SERC,93919.0,93919.0,23.975,766128.0,766128.0,42726.0,124.0,,,,,,,,,
50661,NPCC,49566.0,49566.0,25.222,444927.0,444927.0,29651.0,46.0,,,,,,,,,
50690,WECC,0.0,0.0,0.0,135135.0,135135.0,14501.0,43.4,,,,,,,,,
50707,WECC,483868.0,483868.0,2.224,538062.0,538062.0,59238.0,396.9,,,,,,,,,
50729,RFC,890255.0,88896.0,1.554,531772.0,53100.0,11832.0,31.0,,,,,,,,,
50730,SERC,0.0,0.0,0.0,0.0,0.0,0.0,82.0,,,,,,,,,
50732,RFC,7981458.0,5556706.0,1.651,959734.0,668169.0,37133.0,52.5,,,,,,,,,
50733,RFC,16221174.0,4643238.0,7.393,1530033.0,437965.0,55023.0,161.0,,,,,,,,,
50736,,,,,,,,,0.0,,,,,,,,1.0
50743,NPCC,95721.0,32670.0,12.92,101505.0,34802.0,5317.0,18.0,,,,,,,,,
50754,WECC,0.0,0.0,0.0,77758.0,77758.0,8344.0,34.5,,,,,,,,,
50799,RFC,9708.0,9708.0,2.058,9989.0,9989.0,985.0,135.0,,,,,,,,,
50806,SERC,196154.0,30930.0,46.89,1317621.0,207763.0,40891.495,107.6,,,,,,,,,
50815,TRE,2916794.0,2749458.0,2.04,2975130.0,2804447.0,252168.0,643.6,,,,,,,,,
50821,WECC,0.0,0.0,0.0,42821.0,42821.0,4595.0,30.0,,,,,,,,,
50822,WECC,0.0,0.0,0.0,38227.0,38227.0,4102.0,25.0,,,,,,,,,
50823,WECC,0.0,0.0,0.0,55001.0,55001.0,5902.0,30.0,,,,,,,,,
50835,RFC,26755.0,26755.0,55.43,534545.0,534545.0,44640.0,70.0,,,,,,,,,
50837,WECC,50922.0,50922.0,20.121,389117.0,389117.0,20160.0,35.6,,,,,,,,,
50859,RFC,35771.0,35771.0,25.822,385569.0,385569.0,20448.0,35.7,,,,,,,,,
50880,NPCC,39963.0,39963.0,22.443,415622.0,415622.0,23557.0,53.7,,,,,,,,,
50881,WECC,0.0,0.0,0.0,0.0,0.0,0.0,54.9,,,,,,,,,
50882,NPCC,65736.0,65736.0,22.443,683644.0,683644.0,37302.0,59.7,,,,,,,,,
50883,NPCC,65819.0,65819.0,22.444,684550.0,684550.0,42251.0,67.0,,,,,,,,,
50884,FRCC,64725.0,64725.0,21.48,602007.0,602007.0,34263.0,76.5,,,,,,,,,
50887,FRCC,77675.0,77675.0,22.443,807802.0,807802.0,40883.0,66.0,,,,,,,,,
50900,SERC,453996.0,65936.0,59.608,2644679.0,384099.0,76604.0,160.9,,,,,,,,,
50931,WECC,667858.0,386922.0,34.847,439766.0,254794.0,24993.0,68.0,,,,,,,,,
50949,FRCC,503311.0,503311.0,1.022,514384.0,514384.0,47522.0,432.0,702.42,40510.69,,0.014,0.4779,36.808,2769.35,527986.53,4.0
50960,RFC,41191.0,41191.0,20.587,392959.0,392959.0,17698.0,45.0,,,,,,,,,
50966,SERC,439743.0,439743.0,6.9,472057.0,472057.0,53980.0,330.0,494.44,54463.23,,0.207,0.0609,6.585,28636.94,481439.248,3.0
50969,SERC,165182.0,152470.0,2.0,165182.0,152470.0,15829.0,91.1,,,,,,,,,
50973,SERC,3039356.0,689200.0,2.92,2901830.0,689039.0,133071.75,276.8,,,,,,,,,
50976,FRCC,45400.0,35413.0,25.623,996904.0,777605.0,81473.0,395.4,,,,,,,,,
50978,,,,,,,,,153.92,4621.49,,0.015,0.0597,0.686,2924.88,49205.311,2.0
51030,NPCC,720717.0,720717.0,2.054,740176.0,740176.0,79610.0,254.2,649.21,52591.4,,0.201,0.0506,8.129,39786.486,669479.932,1.0
52006,SERC,871371.0,817461.0,1.719,827440.0,791374.0,131459.0,589.5,,,,,,,,,
52007,SERC,5385.0,5385.0,30.62,124140.0,124140.0,9563.0,139.8,324.21,11154.95,,6.545,0.4913,18.719,14082.35,137256.131,3.0
52015,WECC,0.0,0.0,0.0,396328.0,396328.0,42529.0,60.5,,,,,,,,,
52019,SERC,1976689.0,1976689.0,14.704,2068082.0,2068082.0,219537.913,939.0,1614.91,244930.82,,0.648,0.21,41.294,8825.004,2143034.028,3.0
52026,,,,,,,,,61.65,3271.75,,0.008,0.0442,0.439,1566.81,26364.472,1.0
52028,HICC,0.0,0.0,0.0,157445.0,157445.0,16895.0,51.0,,,,,,,,,
52071,TRE,285663.0,285663.0,18.34,3569597.0,3569597.0,358934.005,661.5,1284.97,394958.6,,189.199,0.1381,124.559,391690.208,3599925.17,6.0
52087,SERC,34656.0,34656.0,6.78,36123.0,36123.0,3026.0,388.8,32.81,3041.15,,0.011,1.2266,2.145,2164.2,36681.3,3.0
52088,TRE,978961.0,406742.0,2.06,1008330.0,418944.0,65713.0,450.0,,,,,,,,,
52109,WECC,986696.0,793806.0,2.07,1023970.0,825294.0,84019.0,155.6,,,,,,,,,
52118,SERC,21370.0,21370.0,9.77,208785.0,208785.0,12289.0,90.0,,,,,,,,,
52120,TRE,3041828.0,1929456.0,2.06,3133082.0,1987340.0,308491.03,678.1,,,,,,,,,
52140,SERC,384436.0,68292.0,54.138,1654932.0,293985.0,53780.0,89.8,,,,,,,,,
52142,WECC,0.0,0.0,0.0,80684.0,80684.0,8658.0,29.0,,,,,,,,,
52151,SERC,118997.0,56849.0,49.68,1484228.0,709065.0,51026.0,109.6,,,,,,,,,
52152,SERC,72439.0,13497.0,13.06,547326.0,101980.0,21905.0,82.5,,,,,,,,,
52169,WECC,946945.0,377302.0,1.036,981035.0,390885.0,82794.0,234.0,,,,,,,,,
52174,WECC,0.0,0.0,0.0,53482.0,53482.0,5739.0,26.1,,,,,,,,,
52175,SERC,1412787.0,106977.0,1.007,1422677.0,107726.0,22053.92,75.0,,,,,,,,,
52176,TRE,57050.0,46789.0,2.056,58647.0,48099.0,6243.0,230.0,,,,,,,,,
52193,RFC,1782474.0,1288952.0,3.15,1871598.0,1353400.0,123333.0,324.0,,,,,,,,,
54004,SERC,45295.0,12101.0,58.086,484626.0,126284.0,15775.34,82.1,,,,,,,,,
54034,,,,,,,,,21.1,851.64,,0.003,0.1335,0.385,535.144,9005.618,2.0
54035,,,,,,,,,64.0,,36596.0,1.688,0.2423,7.598,5345.344,52101.962,4.0
54041,NPCC,254994.0,230955.0,1.002,255504.0,231417.0,30683.04,221.3,,,,,,,,,
54044,RFC,83085.0,63459.0,2.072,86076.0,65743.0,6512.1,59.9,,,,,,,,,
54056,,,,,,,,,5.55,190.2,,0.001,0.0533,0.05,117.02,1969.995,1.0
54081,SERC,16758.0,3035.0,25.42,425988.0,77145.0,5235.0,229.6,,,,,,,,,
54085,NPCC,139581.0,22415.0,44.67,772140.0,124000.0,23497.0,80.0,,,,,,,,,
54087,SERC,204332.0,36242.0,83.152,1851507.0,328400.0,46061.0,95.6,,,,,,,,,
54091,SPP,394318.0,177584.0,50.764,710647.0,355262.0,66082.0,135.0,,,,,,,,,
54096,SERC,515833.0,152443.0,23.49,1292044.0,244199.0,46513.0,104.2,,,,,,,,,
54098,MRO,97560.0,13470.0,99.754,624472.0,86218.0,16110.0,44.6,,,,,,,,,
54099,NPCC,94193.0,25749.0,24.296,208398.0,56969.0,9647.452,42.1,,,,,,,,,
54101,SERC,301407.0,37076.0,58.393,1891498.0,232677.0,48400.0,101.2,,,,,,,,,
54104,SPP,269937.0,48813.0,73.479,1129834.0,204302.0,33773.0,156.5,,,,,,,,,
54111,WECC,0.0,0.0,0.0,116879.0,116879.0,12542.0,80.0,,,,,,,,,
54134,NPCC,0.0,0.0,0.0,401901.0,401901.0,43127.0,138.0,,,,,,,,,
54238,WECC,28077.0,24214.0,16.4,460463.0,397102.0,33391.0,54.0,742.37,35751.0,,2.207,0.0747,19.941,54753.942,525107.72,9.0
54268,WECC,969921.0,819715.0,2.1,1017177.0,859653.0,74692.0,139.8,,,,,,,,,
54271,WECC,578636.0,578636.0,1.036,599467.0,599467.0,67185.0,127.2,,,,,,,,,
54276,SERC,1025.0,0.0,1.035,1061.0,0.0,0.0,32.0,,,,,,,,,
54304,SERC,3867.0,3867.0,30.32,67337.0,67337.0,3988.0,258.3,,,,,,,,,
54324,NPCC,331117.0,331117.0,2.054,340057.0,340057.0,36402.0,254.2,309.52,23987.73,,0.106,0.0419,3.344,21016.548,353252.314,1.0
54358,SERC,358519.0,50320.0,46.262,1393570.0,195593.0,33319.432,84.7,,,,,,,,,
54372,WECC,0.0,0.0,0.0,0.0,0.0,0.0,33.0,,,,,,,,,
54415,RFC,19861.0,19861.0,9.92,175147.0,175147.0,10280.0,44.0,,,,,,,,,
54427,SERC,204157.0,79966.0,20.98,1713371.0,671099.0,48219.544,99.5,,,,,,,,,
54451,WECC,363463.0,232651.0,2.205,415396.0,265893.0,35449.0,68.5,,,,,,,,,
54453,WECC,0.0,0.0,0.0,27416.0,27416.0,2942.0,16.2,,,,,,,,,
54454,WECC,0.0,0.0,0.0,241707.0,241707.0,25937.0,49.5,,,,,,,,,
54464,SERC,137362.0,21738.0,37.29,1182290.0,187099.0,35647.228,73.4,,,,,,,,,
54476,,,,,,,,,229.78,16191.44,,0.214,0.0201,1.872,12055.946,202879.215,10.0
54529,FRCC,20649.0,20649.0,37.5,229301.0,229301.0,8378.0,45.5,,,,,,,,,
54537,WECC,296546.0,259525.0,2.17,321753.0,281585.0,37276.0,285.5,375.31,25830.23,,0.429,0.0533,4.052,19615.549,330071.724,10.0
54538,SERC,87456.0,87456.0,6.833,90352.0,90352.0,7230.0,360.0,,,,,,,,,
54547,NPCC,1766934.0,1595130.0,2.058,1818175.0,1641389.0,232139.43,1086.1,,,,,,,,,
54555,WECC,0.0,0.0,0.0,405227.0,405227.0,43484.0,253.0,,,,,,,,,
54562,WECC,271839.0,21494.0,28.86,1613308.0,127561.0,25151.0,55.0,,,,,,,,,
54571,,,,,,,,,0.0,,,,,,,,3.0
54574,NPCC,0.0,0.0,0.0,0.0,0.0,0.0,285.6,,,,,,,,,
54580,NPCC,0.0,0.0,0.0,178869.0,178869.0,19194.0,59.0,,,,,,,,,
54625,RFC,35007.0,35007.0,24.461,298680.0,298680.0,17390.0,32.1,,,,,,,,,
54627,FRCC,96923.0,22514.0,16.728,451635.0,104908.0,4686.0,128.9,,,,,,,,,
54638,RFC,73167.0,22967.0,43.9,676577.0,212370.0,19635.0,54.0,,,,,,,,,
54640,RFC,554940.0,554940.0,1.036,574918.0,574918.0,71271.0,236.8,,,,,,,,,
54646,HICC,167347.0,85963.0,11.325,986089.0,506902.0,113829.0,299.4,,,,,,,,,
54647,WECC,0.0,0.0,0.0,61636.0,61636.0,6614.0,28.7,,,,,,,,,
54656,SERC,328721.0,45941.0,22.0,1419576.0,198393.0,34372.95,61.5,,,,,,,,,
54676,TRE,2030400.0,1905372.0,2.691,2013123.0,1917589.0,201623.0,497.9,,,,,,,,,
54678,SERC,0.0,0.0,0.0,841534.0,841534.0,90303.0,192.0,,,,,,,,,
54686,WECC,0.0,0.0,0.0,37528.0,37528.0,4027.0,27.1,,,,,,,,,
54720,MRO,0.0,0.0,0.0,0.0,0.0,0.0,3.6,,,,,,,,,
54721,WECC,0.0,0.0,0.0,66622.0,66622.0,7149.0,19.6,,,,,,,,,
54746,RFC,44696.0,44696.0,22.443,464828.0,464828.0,29130.0,53.3,,,,,,,,,
54751,RFC,14269.0,14269.0,42.3,153320.0,153320.0,8032.0,39.5,,,,,,,,,
54755,,,,,,,,,0.0,,,,,,,,4.0
54761,WECC,742867.0,742867.0,1.041,773325.0,773325.0,104434.0,621.2,634.72,103122.75,,0.25,0.07,9.867,49425.645,831679.155,10.0
54780,SERC,204379.0,129743.0,24.71,238119.0,140914.0,16772.298,85.0,,,,,,,,,
54793,MRO,0.0,0.0,0.0,138434.0,138434.0,14855.0,113.9,,,,,,,,,
54802,SERC,476751.0,128776.0,22.35,2048770.0,381973.0,66074.0,112.5,,,,,,,,,
54805,,,,,,,,,79.31,7212.41,,0.025,0.0412,1.474,4919.218,82778.52,1.0
54808,NPCC,79766.0,79766.0,6.791,71966.0,71966.0,7283.0,19.0,,,,,,,,,
54817,TRE,257335.0,257335.0,1.988,255791.0,255791.0,31712.0,282.6,185.4,32789.36,,0.078,0.043,4.69,15393.136,259031.118,6.0
54827,HICC,0.0,0.0,0.0,20763.0,20763.0,2228.0,10.4,,,,,,,,,
54832,RFC,1144717.0,1050788.0,6.901,1216203.0,1116409.0,149175.0,288.8,,,,,,,,,
54844,SERC,21474.0,21474.0,1.07,22977.0,22977.0,3026.0,300.4,36.64,3073.77,,0.007,0.1797,0.618,1471.17,24756.135,3.0
54854,WECC,0.0,0.0,0.0,0.0,0.0,-90.0,222.0,0.0,,,,,,,,9.0
54894,SERC,0.0,0.0,0.0,483432.0,483432.0,51876.0,108.8,,,,,,,,,
54899,SERC,0.0,0.0,0.0,103637.0,103637.0,11121.0,140.0,,,,,,,,,
54900,SERC,0.0,0.0,0.0,143131.0,143131.0,15359.0,156.6,,,,,,,,,
54907,NPCC,149787.0,149787.0,1.04,155778.0,155778.0,11563.0,21.2,,,,,,,,,
54914,NPCC,1404493.0,1042156.0,1.033,1450841.0,1076547.0,159287.0,322.0,,,,,,,,,
54931,WECC,0.0,0.0,0.0,151900.0,151900.0,16300.0,46.8,,,,,,,,,
54945,NPCC,53247.0,53247.0,25.022,577225.0,577225.0,26868.0,90.0,,,,,,,,,
54979,TRE,0.0,0.0,0.0,59921.0,59921.0,6430.0,34.3,,,,,,,,,
54998,SERC,61066.0,28967.0,25.94,568093.0,269477.0,24761.0,60.0,,,,,,,,,
55010,MRO,216141.0,177578.0,2.124,229542.0,188588.0,25799.0,283.5,,,,,,,,,
55011,RFC,490440.0,403542.0,2.132,522809.0,430176.0,64868.0,283.5,,,,,,,,,
55015,TRE,3321312.0,1158551.0,1.854,3276158.0,1142801.0,225560.999,572.0,,,,,,,,,
55026,NPCC,722435.0,722435.0,1.027,741941.0,741941.0,94095.0,200.0,655.25,95420.44,,0.222,0.0117,3.766,43973.579,739923.761,1.0
55029,,,,,,,,,38.37,5731.55,,0.019,0.1033,3.338,3872.199,65154.624,5.0
55039,,,,,,,,,69.8,7586.1,,0.032,0.0702,1.796,5300.375,87944.531,6.0
55040,SERC,168823.0,134693.0,6.742,176508.0,140825.0,20654.0,323.0,,,,,,,,,
55041,NPCC,541147.0,541147.0,1.029,556840.0,556840.0,74208.0,289.0,363.84,76206.75,,0.166,0.0452,4.227,32896.89,553569.814,1.0
55042,NPCC,1818686.0,1818686.0,1.023,1860516.0,1860516.0,265342.0,520.0,1092.88,256088.17,,0.56,0.0342,15.597,110908.183,1866236.012,1.0
55047,TRE,2722077.0,2463986.0,1.021,2779241.0,2515730.0,375271.0,815.0,,,,,,,,,
55048,NPCC,820368.0,820368.0,1.027,842518.0,842518.0,115858.0,272.5,542.7,118494.59,,0.254,0.0183,5.372,50218.437,845016.992,1.0
55051,SERC,1678743.0,840891.0,1.335,1564357.0,783595.0,123566.004,306.0,,,,,,,,,
55061,SERC,94329.0,94329.0,1.032,97348.0,97348.0,9094.0,1099.2,62.75,9396.5,,0.028,0.2167,1.833,5725.625,96352.7,4.0
55062,SERC,2592526.0,2592526.0,2.032,2634006.0,2634006.0,353162.0,939.7,1642.88,376782.59,,0.809,0.131,55.05,160183.496,2695388.856,6.0
55063,SERC,3663149.0,3663149.0,2.122,3886601.0,3886601.0,532100.0,891.0,2218.34,519098.4,,1.219,0.0759,51.289,241512.984,4063903.674,4.0
55064,SPP,1740222.0,1156439.0,2.089,1825558.0,1213147.0,139712.004,243.9,,,,,,,,,
55065,SPP,1536332.0,1536332.0,1.039,1596249.0,1596249.0,212905.0,521.0,1095.3,218579.96,,0.5,0.0859,34.07,98953.137,1665087.268,6.0
55066,RFC,0.0,0.0,0.0,315979.0,315979.0,33907.0,94.6,,,,,,,,,
55068,NPCC,106763.0,106763.0,1.017,108578.0,108578.0,13662.0,550.2,89.18,8557.89,,0.032,0.1443,1.503,6277.245,105632.595,1.0
55075,SERC,1195381.0,586810.0,2.03,1213312.0,595612.0,119345.0,236.0,,,,,,,,,
55076,SERC,232326.0,232326.0,11.57,2271094.0,2271094.0,199488.003,513.7,1099.75,,1361450.75,203.589,0.2398,147.0,245209.375,2312937.225,4.0
55077,WECC,914890.0,914890.0,2.086,954230.0,954230.0,123805.0,536.0,652.3,126154.1,,0.288,0.0263,5.854,56906.768,957552.307,9.0
55079,NPCC,89567.0,89567.0,1.029,92164.0,92164.0,8405.0,360.0,41.75,5914.75,,0.021,0.0743,1.566,4239.583,71341.27,1.0
55081,SERC,243512.0,243512.0,1.01,245947.0,245947.0,20488.0,460.0,186.89,20829.27,,0.076,0.5283,11.892,15029.577,252905.172,4.0
55084,WECC,1286600.0,924790.0,1.034,1330344.0,956233.0,161353.0,247.4,,,,,,,,,
55086,TRE,2396554.0,962736.0,2.068,2478036.0,995469.0,228325.0,432.0,,,,,,,,,
55087,RFC,2532421.0,2532421.0,3.072,2593199.0,2593199.0,346768.0,968.2,,,,,,,,,
55088,RFC,9114680.0,9114680.0,2.133,3199950.0,3199950.0,401101.002,760.0,3071.75,253027.5,441813.0,35.009,0.1242,38.953,30443.4,3239175.025,5.0
55089,SERC,3890200.0,3780451.0,2.364,3690995.0,3581121.0,489694.999,894.2,,,,,,,,,
55090,WECC,3856.0,1906.0,16.0,61696.0,30489.0,3034.0,6.2,,,,,,,,,
55091,TRE,4373815.0,4373815.0,1.015,4439422.0,4439422.0,574378.0,1734.0,3443.92,586838.45,,1.341,0.0905,29.363,265613.989,4469441.129,6.0
55097,TRE,4151648.0,4151648.0,2.058,4272046.0,4272046.0,593507.0,1108.3,2419.93,524605.48,,1.224,0.1453,65.227,242595.137,4082135.583,6.0
55098,TRE,178634.0,178634.0,1.034,184708.0,184708.0,23282.0,529.0,143.25,19815.0,,0.06,0.0669,2.538,11713.504,197109.067,6.0
55099,SERC,0.0,0.0,0.0,0.0,0.0,0.0,208.5,,,,,,,,,
55100,NPCC,205206.0,205206.0,1.025,210336.0,210336.0,27530.0,274.5,148.85,28215.25,,0.063,0.0383,2.084,12432.497,209206.91,1.0
55101,,,,,,,,,0.0,,,,,,,,5.0
55102,,,,,,,,,0.0,,,,,,,,5.0
55103,WECC,23247.0,19989.0,1.027,23875.0,20529.0,2973.05,501.5,,,,,,,,,
55107,NPCC,1523967.0,1523967.0,2.058,1568162.0,1568162.0,214704.0,596.0,935.51,220964.66,,0.452,0.0133,4.3,89605.052,1507753.699,1.0
55109,RFC,36377.0,36377.0,1.04,37832.0,37832.0,2922.0,415.5,60.75,2891.13,,0.01,0.271,2.014,1980.866,33171.869,5.0
55110,RFC,448677.0,448677.0,1.028,461240.0,461240.0,26504.0,692.0,484.34,28473.19,,0.111,0.3391,5.948,21926.389,368959.343,5.0
55111,RFC,197957.0,197957.0,1.028,203500.0,203500.0,16092.0,692.0,275.91,16301.23,,0.063,0.3102,3.365,12332.424,207524.061,5.0
55112,WECC,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0,,,,,,,,9.0
55116,SERC,409137.0,409137.0,1.044,427139.0,427139.0,38640.0,977.5,243.33,38760.58,,0.121,0.2423,9.11,24000.484,403852.172,4.0
55117,SERC,2449652.0,2390355.0,1.04,2547638.0,2485969.0,267183.59,493.0,,,,,,,,,
55123,TRE,2823645.0,2823645.0,2.056,2902707.0,2902707.0,401631.0,801.0,1399.42,430021.18,,0.859,0.0254,17.88,170206.456,2864071.992,6.0
55124,WECC,304141.0,304141.0,2.0,304141.0,304141.0,40456.0,654.4,212.34,41760.61,,0.091,0.0868,2.377,18021.88,303258.78,9.0
55125,WECC,0.0,0.0,0.0,59287.0,59287.0,6362.0,25.0,,,,,,,,,
55126,NPCC,1722502.0,1722502.0,1.023,1762120.0,1762120.0,242434.0,578.0,1080.53,248633.17,,0.53,0.0245,5.985,105053.201,1767693.345,1.0
55127,WECC,30200.0,30200.0,1.08,32616.0,32616.0,3218.0,300.0,29.14,3239.09,,0.01,0.1756,1.179,2068.031,34803.023,8.0
55128,SERC,267875.0,267875.0,1.024,274304.0,274304.0,27077.0,494.1,182.45,27040.42,,0.081,0.1986,7.696,16190.955,272447.006,4.0
55129,WECC,521341.0,521341.0,2.106,548972.0,548972.0,72104.0,646.1,312.9,74827.67,,0.176,0.0333,3.442,34785.336,585333.78,9.0
55131,RFC,2118901.0,2118901.0,2.0,2118901.0,2118901.0,285074.0,1256.0,1283.62,290029.64,,0.641,0.0591,14.533,126951.816,2136233.459,5.0
55132,TRE,3165692.0,3165692.0,2.066,3270160.0,3270160.0,444461.0,939.6,1888.01,448300.59,,0.96,0.1143,53.692,189961.23,3196486.08,6.0
